Business Defined SIC Industry 4 Cd,Business Defined SIC Industry 4 Descr,Business Defined SIC Industry Segment Cd,Business Defined SIC Industry Segment Descr,Business Defined SIC Industry Sub-Segment Level 1 Cd,Business Defined SIC Industry Sub-Segment Level 1 Descr,Business Defined SIC Industry Sub-Segment Level 2 Cd,Business Defined SIC Industry Sub-Segment Level 2 Descr,Business Defined SIC Industry Leg of Supply Chain Cd,Business Defined SIC Industry Leg of Supply Chain Descr
5063,Electrical Apparatus and Equipment,3000,High Tech,300030,High Tech Equipment and Devices,30003061,Wholesale,02,Wholesaling
5064,"Electrical appliances, television and radio",3000,High Tech,300030,High Tech Equipment and Devices,30003061,Wholesale,02,Wholesaling
5065,"Electronic Parts and Equipment, Nec",3000,High Tech,300030,High Tech Equipment and Devices,30003061,Wholesale,02,Wholesaling
5072,Hardware,5000,Apparel and Consumer Goods,500015,Consumer Goods Wholesalers,50001508,Building Materials and Hardware,02,Wholesaling
5074,Plumbing and hydronic heating supplies,4000,Industrial Products,400037,Industrial Distributor,4000374C,Industrial Distributor,02,Wholesaling
5075,Warm air heating and air conditioning,4000,Industrial Products,400037,Industrial Distributor,4000374C,Industrial Distributor,02,Wholesaling
5078,Refrigeration equipment and supplies,4000,Industrial Products,400037,Industrial Distributor,4000374C,Industrial Distributor,02,Wholesaling
5082,Construction and Mining Machinery,4000,Industrial Products,400012,Construction,4000129A,Construction,02,Wholesaling
5083,Farm and Garden Machinery,4000,Industrial Products,400037,Industrial Distributor,4000374C,Industrial Distributor,02,Wholesaling
5084,Industrial Machinery and Equipment,4000,Industrial Products,400037,Industrial Distributor,4000374C,Industrial Distributor,02,Wholesaling
5085,Industrial Supplies,4000,Industrial Products,400037,Industrial Distributor,4000374C,Industrial Distributor,02,Wholesaling
5087,Service Establishment Equipment,4000,Industrial Products,400037,Industrial Distributor,4000374C,Industrial Distributor,02,Wholesaling
5088,Transportation equipment and supplies,4000,Industrial Products,400037,Industrial Distributor,4000374C,Industrial Distributor,02,Wholesaling
5091,Sporting and Recreation Goods,5000,Apparel and Consumer Goods,500015,Consumer Goods Wholesalers,50001556,Specialty Retail,02,Wholesaling
5092,Toys and Hobby Goods and Supplies,5000,Apparel and Consumer Goods,500015,Consumer Goods Wholesalers,50001556,Specialty Retail,02,Wholesaling
5093,Scrap and Waste Materials,4000,Industrial Products,400062,Raw Materials Manufacturing,4000626E,Raw Materials Manufacturing,02,Wholesaling
5094,Jewelry and Precious Stones,5000,Apparel and Consumer Goods,500015,Consumer Goods Wholesalers,50001556,Specialty Retail,02,Wholesaling
5099,"Durable Goods, Nec",5000,Apparel and Consumer Goods,500015,Consumer Goods Wholesalers,50001556,Specialty Retail,02,Wholesaling
5111,Printing and Writing Paper,4000,Industrial Products,400037,Industrial Distributor,4000374C,Industrial Distributor,02,Wholesaling
5112,Stationery and Office Supplies,4000,Industrial Products,400037,Industrial Distributor,4000374C,Industrial Distributor,02,Wholesaling
5113,Industrial and personal service paper,4000,Industrial Products,400037,Industrial Distributor,4000374C,Industrial Distributor,02,Wholesaling
5122,"Drugs, Proprietaries, and Sundries",8000,Healthcare,800026,"Pharma, BioPharma & Specialty Drugs",80002601,Pharma,02,Wholesaling
5131,Piece Goods and Notions,5000,Apparel and Consumer Goods,500004,Apparel Manufacturers,5000042A,Apparel Manufacturers,02,Wholesaling
5136,"Men's and Boy's Clothing",5000,Apparel and Consumer Goods,500004,Apparel Manufacturers,5000042A,Apparel Manufacturers,02,Wholesaling
5137,"Women's and Children's Clothing",5000,Apparel and Consumer Goods,500004,Apparel Manufacturers,5000042A,Apparel Manufacturers,02,Wholesaling
5139,Footwear,5000,Apparel and Consumer Goods,500004,Apparel Manufacturers,5000042A,Apparel Manufacturers,02,Wholesaling
5141,"Groceries, General Line",5000,Apparel and Consumer Goods,500015,Consumer Goods Wholesalers,50001523,Food,02,Wholesaling
5142,Packaged Frozen Goods,5000,Apparel and Consumer Goods,500015,Consumer Goods Wholesalers,50001523,Food,02,Wholesaling
5143,"Dairy products, except dried or canned",5000,Apparel and Consumer Goods,500015,Consumer Goods Wholesalers,50001523,Food,02,Wholesaling
5144,Poultry and Poultry Products,5000,Apparel and Consumer Goods,500015,Consumer Goods Wholesalers,50001523,Food,02,Wholesaling
5145,Confectionery,5000,Apparel and Consumer Goods,500015,Consumer Goods Wholesalers,50001523,Food,02,Wholesaling
5146,Fish and Seafoods,5000,Apparel and Consumer Goods,500015,Consumer Goods Wholesalers,50001523,Food,02,Wholesaling
5147,Meats and Meat Products,5000,Apparel and Consumer Goods,500015,Consumer Goods Wholesalers,50001523,Food,02,Wholesaling
5148,Fresh Fruits and Vegetables,5000,Apparel and Consumer Goods,500015,Consumer Goods Wholesalers,50001523,Food,02,Wholesaling
5149,"Groceries and Related Products, Nec",5000,Apparel and Consumer Goods,500015,Consumer Goods Wholesalers,50001523,Food,02,Wholesaling
5153,Grain and Field Beans,5000,Apparel and Consumer Goods,500015,Consumer Goods Wholesalers,50001523,Food,02,Wholesaling
5154,Livestock,5000,Apparel and Consumer Goods,500015,Consumer Goods Wholesalers,50001523,Food,02,Wholesaling
5159,"Farm-product Raw Materials, Nec",9900,Other,990090,Non-Targeted,99009090,Non-Targeted,02,Wholesaling
5162,Plastics Materials and Basic Shapes,5000,Apparel and Consumer Goods,500015,Consumer Goods Wholesalers,50001556,Specialty Retail,02,Wholesaling
5169,"Chemicals and Allied Products, Nec",4000,Industrial Products,400009,Chemicals,4000096A,Chemicals,02,Wholesaling
5171,Petroleum bulk stations and terminals,4000,Industrial Products,400055,Oil and Gas,4000550E,Oil and Gas,02,Wholesaling
5172,"Petroleum Products, Nec",4000,Industrial Products,400055,Oil and Gas,4000550E,Oil and Gas,02,Wholesaling
5181,Beer and Ale,5000,Apparel and Consumer Goods,500015,Consumer Goods Wholesalers,50001523,Food,02,Wholesaling
5182,Wine and Distilled Beverages,5000,Apparel and Consumer Goods,500015,Consumer Goods Wholesalers,50001523,Food,02,Wholesaling
5191,Farm Supplies,5000,Apparel and Consumer Goods,500008,"Bldg Materials, Hardware, & Garden Supply Stores",5000085A,"Bldg Materials, Hardware, & Garden Supply Stores",02,Wholesaling
5192,"Books, Periodicals, and Newspapers",5000,Apparel and Consumer Goods,500015,Consumer Goods Wholesalers,50001556,Specialty Retail,02,Wholesaling
5193,Flowers and Florists Supplies,5000,Apparel and Consumer Goods,500015,Consumer Goods Wholesalers,50001556,Specialty Retail,02,Wholesaling
5194,Tobacco and Tobacco Products,5000,Apparel and Consumer Goods,500015,Consumer Goods Wholesalers,50001556,Specialty Retail,02,Wholesaling
5198,"Paints, Varnishes, and Supplies",5000,Apparel and Consumer Goods,500015,Consumer Goods Wholesalers,50001508,Building Materials and Hardware,02,Wholesaling
5199,"Nondurable Goods, Nec",5000,Apparel and Consumer Goods,500015,Consumer Goods Wholesalers,50001556,Specialty Retail,02,Wholesaling
5211,Lumber and Other Building Materials,5000,Apparel and Consumer Goods,500015,Consumer Goods Wholesalers,50001508,Building Materials and Hardware,03,Retailing
5231,"Paint, Glass, and Wallpaper Stores",5000,Apparel and Consumer Goods,500008,"Bldg Materials, Hardware, & Garden Supply Stores",5000085A,"Bldg Materials, Hardware, & Garden Supply Stores",03,Retailing
5251,Hardware Stores,5000,Apparel and Consumer Goods,500008,"Bldg Materials, Hardware, & Garden Supply Stores",5000085A,"Bldg Materials, Hardware, & Garden Supply Stores",03,Retailing
5261,Retail Nurseries and Garden Stores,5000,Apparel and Consumer Goods,500008,"Bldg Materials, Hardware, & Garden Supply Stores",5000085A,"Bldg Materials, Hardware, & Garden Supply Stores",03,Retailing
5271,Mobile Home Dealers,4000,Industrial Products,400024,Fabricated Materials,4000247B,Fabricated Materials,03,Retailing
5311,Department Stores,5000,Apparel and Consumer Goods,500028,General Merchandise Stores,5000289B,General Merchandise Stores,03,Retailing
5331,Variety Stores,5000,Apparel and Consumer Goods,500028,General Merchandise Stores,5000289B,General Merchandise Stores,03,Retailing
5399,Miscellaneous General Merchandise,5000,Apparel and Consumer Goods,500028,General Merchandise Stores,5000289B,General Merchandise Stores,03,Retailing
5411,Grocery Stores,5000,Apparel and Consumer Goods,500027,Food Stores,50002727,General,03,Retailing
5421,Meat and Fish Markets,5000,Apparel and Consumer Goods,500027,Food Stores,50002727,General,03,Retailing
5431,Fruit and Vegetable Markets,5000,Apparel and Consumer Goods,500027,Food Stores,50002727,General,03,Retailing
5441,"Candy, nut, and confectionery stores",5000,Apparel and Consumer Goods,500027,Food Stores,50002727,General,03,Retailing
5451,Dairy Products Stores,5000,Apparel and Consumer Goods,500027,Food Stores,50002727,General,03,Retailing
5461,Retail Bakeries,5000,Apparel and Consumer Goods,500014,Consumer Goods Manufacturers,50001423,Food,03,Retailing
5499,Miscellaneous Food Stores,5000,Apparel and Consumer Goods,500027,Food Stores,50002727,General,03,Retailing
5511,New and Used Car Dealers,2000,Diversified Vehicles & Parts,200016,Dealerships,2000160B,Dealerships,03,Retailing
5521,Used Car Dealers,2000,Diversified Vehicles & Parts,200016,Dealerships,2000160B,Dealerships,03,Retailing
5531,Auto and Home Supply Stores,2000,Diversified Vehicles & Parts,200020,Automotive Sales & Distribution,20002001,Automotive Sales & Distribution,04,Post-Sales And Supporting Services
5541,Gasoline Service Stations,4000,Industrial Products,400055,Oil and Gas,4000550E,Oil and Gas,03,Retailing
5551,Boat Dealers,2000,Diversified Vehicles & Parts,200016,Dealerships,2000160B,Dealerships,03,Retailing
5561,Recreational Vehicle Dealers,2000,Diversified Vehicles & Parts,200016,Dealerships,2000160B,Dealerships,03,Retailing
5571,Motorcycle Dealers,2000,Diversified Vehicles & Parts,200016,Dealerships,2000160B,Dealerships,03,Retailing
5599,"Automotive Dealers, Nec",2000,Diversified Vehicles & Parts,200016,Dealerships,2000160B,Dealerships,03,Retailing
5611,"Men's and Boys' Clothing Stores",5000,Apparel and Consumer Goods,500005,Apparel Retailers,5000053A,Apparel Retailers,03,Retailing
5621,"Women's Clothing Stores",5000,Apparel and Consumer Goods,500005,Apparel Retailers,5000053A,Apparel Retailers,03,Retailing
5632,"Women's accessory and specialty stores",5000,Apparel and Consumer Goods,500005,Apparel Retailers,5000053A,Apparel Retailers,03,Retailing
5641,"Children's and Infants' Wear Stores",5000,Apparel and Consumer Goods,500005,Apparel Retailers,5000053A,Apparel Retailers,03,Retailing
5651,Family Clothing Stores,5000,Apparel and Consumer Goods,500005,Apparel Retailers,5000053A,Apparel Retailers,03,Retailing
5661,Shoe Stores,5000,Apparel and Consumer Goods,500005,Apparel Retailers,5000053A,Apparel Retailers,03,Retailing
5699,Miscellaneous apparel and accessories,5000,Apparel and Consumer Goods,500005,Apparel Retailers,5000053A,Apparel Retailers,03,Retailing
5712,Furniture Stores,4000,Industrial Products,400024,Fabricated Materials,4000247B,Fabricated Materials,01,Manufacturing
5713,Floor Covering Stores,5000,Apparel and Consumer Goods,500031,"Home Furniture, Furnishings & Equip. Stores",50003125,Furnishings,03,Retailing
5714,Drapery and Upholstery Stores,5000,Apparel and Consumer Goods,500031,"Home Furniture, Furnishings & Equip. Stores",50003125,Furnishings,03,Retailing
5719,Miscellaneous Homefurnishings,5000,Apparel and Consumer Goods,500031,"Home Furniture, Furnishings & Equip. Stores",50003125,Furnishings,03,Retailing
5722,Household Appliance Stores,5000,Apparel and Consumer Goods,500031,"Home Furniture, Furnishings & Equip. Stores",50003106,Appliances,03,Retailing
5731,"Radio, television, and electronic stores",3000,High Tech,300031,High Tech Stores,30003162,High Tech Stores,03,Retailing
5734,Computer and Software Stores,3000,High Tech,300031,High Tech Stores,30003162,High Tech Stores,03,Retailing
5735,Record and Prerecorded Tape Stores,5000,Apparel and Consumer Goods,500069,Specialty Retailers,50006927,General,03,Retailing
5736,Musical Instrument Stores,5000,Apparel and Consumer Goods,500069,Specialty Retailers,50006927,General,03,Retailing
5812,Eating Places,6000,Professional Services,600024,Hospitality,6000243B,Eating and Drinking,03,Retailing
5813,Drinking Places,6000,Professional Services,600024,Hospitality,6000243B,Eating and Drinking,03,Retailing
5912,Drug Stores and Proprietary Stores,8000,Healthcare,800026,"Pharma, BioPharma & Specialty Drugs",80002601,Pharma,03,Retailing
5921,Liquor Stores,5000,Apparel and Consumer Goods,500027,Food Stores,50002750,Regulated,03,Retailing
5932,Used Merchandise Stores,5000,Apparel and Consumer Goods,500069,Specialty Retailers,50006927,General,03,Retailing
5941,Sporting Goods and Bicycle Shops,5000,Apparel and Consumer Goods,500069,Specialty Retailers,50006927,General,03,Retailing
5942,Book Stores,5000,Apparel and Consumer Goods,500069,Specialty Retailers,50006927,General,03,Retailing
5943,Stationery Stores,5000,Apparel and Consumer Goods,500069,Specialty Retailers,50006927,General,03,Retailing
5944,Jewelry Stores,5000,Apparel and Consumer Goods,500069,Specialty Retailers,50006927,General,03,Retailing
5945,"Hobby, Toy, and Game Shops",5000,Apparel and Consumer Goods,500069,Specialty Retailers,50006927,General,03,Retailing
5946,Camera and photographic supply stores,5000,Apparel and Consumer Goods,500031,"Home Furniture, Furnishings & Equip. Stores",50003121,Electronics and Equipment,03,Retailing
5947,"Gift, Novelty, and Souvenir Shop",5000,Apparel and Consumer Goods,500069,Specialty Retailers,50006927,General,03,Retailing
5948,Luggage and Leather Goods Stores,5000,Apparel and Consumer Goods,500069,Specialty Retailers,50006927,General,03,Retailing
5949,"Sewing, Needlework, and Piece Goods",5000,Apparel and Consumer Goods,500069,Specialty Retailers,50006927,General,03,Retailing
5961,Catalog and Mail-order Houses,5000,Apparel and Consumer Goods,500017,Direct to Consumer Retailers,5000171B,Direct to Consumer Retailers,04,Post-Sales And Supporting Services
5962,Merchandising Machine Operators,5000,Apparel and Consumer Goods,500069,Specialty Retailers,50006927,General,03,Retailing
5963,Direct Selling Establishments,5000,Apparel and Consumer Goods,500028,General Merchandise Stores,5000289B,General Merchandise Stores,03,Retailing
5983,Fuel Oil Dealers,4000,Industrial Products,400055,Oil and Gas,4000550E,Oil and Gas,03,Retailing
5984,Liquefied Petroleum Gas Dealers,4000,Industrial Products,400055,Oil and Gas,4000550E,Oil and Gas,03,Retailing
5989,"Fuel Dealers, Nec",4000,Industrial Products,400055,Oil and Gas,4000550E,Oil and Gas,03,Retailing
5992,Florists,5000,Apparel and Consumer Goods,500069,Specialty Retailers,50006927,General,03,Retailing
5993,Tobacco Stores and Stands,5000,Apparel and Consumer Goods,500069,Specialty Retailers,50006950,Regulated,03,Retailing
5994,News Dealers and Newsstands,5000,Apparel and Consumer Goods,500069,Specialty Retailers,50006927,General,03,Retailing
5995,Optical Goods Stores,8000,Healthcare,800025,Optical,80002501,Optical,03,Retailing
5999,"Miscellaneous Retail Stores, Nec",5000,Apparel and Consumer Goods,500069,Specialty Retailers,50006950,Regulated,03,Retailing
6001,Professional Services (INDUSTRY SEGMENT),6000,Professional Services,600049,Misc. Professional Services,6000494D,Misc. Professional Services,05,All Other
6011,Federal Reserve Banks,6000,Professional Services,600025,Finance & Insurance,60002507,Banking and Credit Unions,04,Post-Sales And Supporting Services
6019,"Central Reserve Depository, Nec",6000,Professional Services,600025,Finance & Insurance,60002507,Banking and Credit Unions,03,Retailing
6021,National Commercial Banks,6000,Professional Services,600025,Finance & Insurance,60002507,Banking and Credit Unions,03,Retailing
6022,State Commercial Banks,6000,Professional Services,600025,Finance & Insurance,60002507,Banking and Credit Unions,03,Retailing
6029,"Commercial Banks, Nec",6000,Professional Services,600025,Finance & Insurance,60002507,Banking and Credit Unions,03,Retailing
6035,Federal Savings Institutions,6000,Professional Services,600025,Finance & Insurance,60002507,Banking and Credit Unions,03,Retailing
6036,"Savings institutions, except federal",6000,Professional Services,600025,Finance & Insurance,60002507,Banking and Credit Unions,03,Retailing
6061,Federal Credit Unions,6000,Professional Services,600025,Finance & Insurance,60002507,Banking and Credit Unions,03,Retailing
6062,State Credit Unions,6000,Professional Services,600025,Finance & Insurance,60002507,Banking and Credit Unions,03,Retailing
6081,Foreign bank and branches and agencies,6000,Professional Services,600025,Finance & Insurance,60002507,Banking and Credit Unions,03,Retailing
6082,Foreign trade and international banks,6000,Professional Services,600025,Finance & Insurance,60002507,Banking and Credit Unions,03,Retailing
6091,Nondeposit Trust Facilities,6000,Professional Services,600025,Finance & Insurance,60002507,Banking and Credit Unions,03,Retailing
6099,Functions related to depository banking,6000,Professional Services,600025,Finance & Insurance,60002507,Banking and Credit Unions,04,Post-Sales And Supporting Services
6111,Federal and federally sponsored credit,6000,Professional Services,600025,Finance & Insurance,60002507,Banking and Credit Unions,03,Retailing
6141,Personal Credit Institutions,6000,Professional Services,600025,Finance & Insurance,60002507,Banking and Credit Unions,03,Retailing
6153,Short-term Business Credit,6000,Professional Services,600025,Finance & Insurance,60002507,Banking and Credit Unions,03,Retailing
6159,Miscellaneous Business Credit,6000,Professional Services,600025,Finance & Insurance,60002507,Banking and Credit Unions,03,Retailing
6162,Mortgage Bankers and Correspondents,6000,Professional Services,600025,Finance & Insurance,60002507,Banking and Credit Unions,04,Post-Sales And Supporting Services
6163,Loan Brokers,6000,Professional Services,600025,Finance & Insurance,60002507,Banking and Credit Unions,03,Retailing
6211,Security Brokers and Dealers,6000,Professional Services,600025,Finance & Insurance,60002554,Securities Brokers,03,Retailing
6221,"Commodity contracts brokers, dealers",6000,Professional Services,600025,Finance & Insurance,60002554,Securities Brokers,03,Retailing
6231,Security and Commodity Exchanges,6000,Professional Services,600025,Finance & Insurance,60002554,Securities Brokers,03,Retailing
6282,Investment Advice,6000,Professional Services,600025,Finance & Insurance,60002522,Financial Planning/Investment Advice,03,Retailing
6289,Security and Commodity Service,6000,Professional Services,600025,Finance & Insurance,60002554,Securities Brokers,03,Retailing
6311,Life Insurance,6000,Professional Services,600025,Finance & Insurance,60002529,Insurance Carriers,03,Retailing
6321,Accident and Health Insurance,8000,Healthcare,800057,Payors & Service Providers,8000572E,Payors & Service Providers,05,All Other
6324,Hospital and Medical Service Plans,8000,Healthcare,800057,Payors & Service Providers,8000572E,Payors & Service Providers,05,All Other
6331,"Fire, marine, and casualty insurance",6000,Professional Services,600025,Finance & Insurance,60002529,Insurance Carriers,03,Retailing
6351,Surety Insurance,6000,Professional Services,600025,Finance & Insurance,60002529,Insurance Carriers,03,Retailing
6361,Title Insurance,6000,Professional Services,600025,Finance & Insurance,60002529,Insurance Carriers,03,Retailing
6371,"Pension, Health, and Welfare Funds",6000,Professional Services,600025,Finance & Insurance,60002529,Insurance Carriers,03,Retailing
6399,"Insurance Carriers, Nec",6000,Professional Services,600025,Finance & Insurance,60002529,Insurance Carriers,03,Retailing
6411,"Insurance agents, brokers, and service",6000,Professional Services,600025,Finance & Insurance,60002529,Insurance Carriers,03,Retailing
6512,Nonresidential Building Operators,6000,Professional Services,600063,Real Estate,6000637E,Real Estate,03,Retailing
6513,Apartment Building Operators,6000,Professional Services,600063,Real Estate,6000637E,Real Estate,03,Retailing
6514,"Dwelling operators, except apartments",6000,Professional Services,600063,Real Estate,6000637E,Real Estate,03,Retailing
6515,Mobile Home Site Operators,6000,Professional Services,600063,Real Estate,6000637E,Real Estate,03,Retailing
6517,Railroad Property Lessors,6000,Professional Services,600063,Real Estate,6000637E,Real Estate,03,Retailing
6519,"Real Property Lessors, Nec",6000,Professional Services,600063,Real Estate,6000637E,Real Estate,03,Retailing
6531,Real Estate Agents and Managers,6000,Professional Services,600063,Real Estate,6000637E,Real Estate,03,Retailing
6541,Title abstract Offices,6000,Professional Services,600013,"Consulting, Accounting & Legal",60001330,Legal Services,04,Post-Sales And Supporting Services
6552,"Subdividers and Developers, Nec",4000,Industrial Products,400012,Construction,4000129A,Construction,05,All Other
6553,Cemetery Subdividers and Developers,9900,Other,990090,Non-Targeted,99009090,Non-Targeted,03,Retailing
6712,Bank Holding Companies,6000,Professional Services,600025,Finance & Insurance,60002507,Banking and Credit Unions,04,Post-Sales And Supporting Services
6719,"Holding Companies, Nec",6000,Professional Services,600025,Finance & Insurance,60002507,Banking and Credit Unions,04,Post-Sales And Supporting Services
6722,"Management Investment, Open-ended",6000,Professional Services,600025,Finance & Insurance,60002522,Financial Planning/Investment Advice,03,Retailing
6726,"Investment Offices, Nec",6000,Professional Services,600025,Finance & Insurance,60002522,Financial Planning/Investment Advice,03,Retailing
6732,"Trusts: educational, religious, etc.",6000,Professional Services,600025,Finance & Insurance,60002522,Financial Planning/Investment Advice,03,Retailing
6733,"Trusts, Nec",6000,Professional Services,600025,Finance & Insurance,60002507,Banking and Credit Unions,03,Retailing
6792,Oil Royalty Traders,6000,Professional Services,600063,Real Estate,6000637E,Real Estate,03,Retailing
6794,Patent Owners and Lessors,6000,Professional Services,600063,Real Estate,6000637E,Real Estate,03,Retailing
6798,Real Estate Investment Trusts,6000,Professional Services,600063,Real Estate,6000637E,Real Estate,03,Retailing
6799,"Investors, Nec",6000,Professional Services,600025,Finance & Insurance,60002522,Financial Planning/Investment Advice,03,Retailing
7001,Consumer Services (INDUSTRY SEGMENT),9900,Other,990090,Non-Targeted,99009090,Non-Targeted,05,All Other
7011,Hotels and Motels,6000,Professional Services,600024,Hospitality,6000240B,Hotels and Lodging,03,Retailing
7021,Rooming and Boarding Houses,6000,Professional Services,600024,Hospitality,6000240B,Hotels and Lodging,03,Retailing
7032,Sporting and Recreational Camps,9900,Other,990090,Non-Targeted,99009090,Non-Targeted,03,Retailing
7033,Trailer Parks and Campsites,9900,Other,990090,Non-Targeted,99009090,Non-Targeted,03,Retailing
7041,Membership-basis organization hotels,6000,Professional Services,600024,Hospitality,6000240B,Hotels and Lodging,03,Retailing
7211,"Power laundries, family and commercial",9900,Other,990090,Non-Targeted,99009090,Non-Targeted,03,Retailing
7212,"Garment pressing and cleaners' agents",9900,Other,990090,Non-Targeted,99009090,Non-Targeted,03,Retailing
7213,Linen Supply,9900,Other,990090,Non-Targeted,99009090,Non-Targeted,02,Wholesaling
7215,Coin-operated laundries and cleaning,9900,Other,990090,Non-Targeted,99009090,Non-Targeted,03,Retailing
7216,"Drycleaning Plants, Except Rugs",9900,Other,990090,Non-Targeted,99009090,Non-Targeted,03,Retailing
7217,Carpet and Upholstery Cleaning,9900,Other,990090,Non-Targeted,99009090,Non-Targeted,03,Retailing
7218,Industrial Launderers,9900,Other,990090,Non-Targeted,99009090,Non-Targeted,02,Wholesaling
7219,"Laundry and Garment Services, Nec",9900,Other,990090,Non-Targeted,99009090,Non-Targeted,03,Retailing
7221,"Photographic Studios, Portrait",9900,Other,990090,Non-Targeted,99009090,Non-Targeted,03,Retailing
7231,Beauty Shops,9900,Other,990090,Non-Targeted,99009090,Non-Targeted,03,Retailing
7241,Barber Shops,9900,Other,990090,Non-Targeted,99009090,Non-Targeted,03,Retailing
7251,Shoe Repair and Shoeshine Parlors,9900,Other,990090,Non-Targeted,99009090,Non-Targeted,03,Retailing
7261,Funeral Service and Crematories,9900,Other,990090,Non-Targeted,99009090,Non-Targeted,03,Retailing
7291,Tax Return Preparation Services,6000,Professional Services,600013,"Consulting, Accounting & Legal",60001301,"Accounting, Bookkeeping, & Payroll",03,Retailing
7299,Miscellaneous Personal Services,9900,Other,990090,Non-Targeted,99009090,Non-Targeted,03,Retailing
7311,Advertising Agencies,6000,Professional Services,600002,Advertising & Public Relations,60000203,Advertising Agencies,02,Wholesaling
7312,Outdoor Advertising Services,6000,Professional Services,600002,Advertising & Public Relations,60000219,Direct Mail Advertising,02,Wholesaling
7313,"Radio, television, publisher representatives",6000,Professional Services,600002,Advertising & Public Relations,60000203,Advertising Agencies,02,Wholesaling
7319,"Advertising, Nec",6000,Professional Services,600002,Advertising & Public Relations,60000203,Advertising Agencies,02,Wholesaling
7322,Adjustment and Collection Services,9900,Other,990090,Non-Targeted,99009090,Non-Targeted,02,Wholesaling
7323,Credit Reporting Services,9900,Other,990090,Non-Targeted,99009090,Non-Targeted,02,Wholesaling
7331,Direct Mail Advertising Services,6000,Professional Services,600002,Advertising & Public Relations,60000219,Direct Mail Advertising,02,Wholesaling
7334,Photocopying and duplicating services,6000,Professional Services,600003,Printing & Packaging,6000031B,Printing,01,Manufacturing
7335,Commercial Photography,9900,Other,990090,Non-Targeted,99009090,Non-Targeted,02,Wholesaling
7336,Commercial Art and Graphic Design,6000,Professional Services,600002,Advertising & Public Relations,60000203,Advertising Agencies,03,Retailing
7338,Secretarial and Court Reporting,6000,Professional Services,600013,"Consulting, Accounting & Legal",60001330,Legal Services,02,Wholesaling
7342,Disinfecting and pest control services,9900,Other,990090,Non-Targeted,99009090,Non-Targeted,03,Retailing
7349,"Building Maintenance Services, Nec",9900,Other,990090,Non-Targeted,99009090,Non-Targeted,03,Retailing
7352,Medical Equipment Rental,8000,Healthcare,800021,Healthcare providers,80002101,Home Health & Care Facilities,05,All Other
7353,Heavy Construction Equipment Rental,9900,Other,990090,Non-Targeted,99009090,Non-Targeted,02,Wholesaling
7359,"Equipment Rental and Leasing, Nec",9900,Other,990090,Non-Targeted,99009090,Non-Targeted,03,Retailing
7361,Employment Agencies,6000,Professional Services,600013,"Consulting, Accounting & Legal",60001302,Staffing Services,02,Wholesaling
7363,Help Supply Services,6000,Professional Services,600013,"Consulting, Accounting & Legal",60001302,Staffing Services,02,Wholesaling
7371,Custom computer programming services,3000,High Tech,300068,Software and High Tech Services,30006815,Custom Programming,03,Retailing
7372,Prepackaged Software,3000,High Tech,300068,Software and High Tech Services,30006843,Packaged Software,01,Manufacturing
7373,Computer Integrated Systems Design,3000,High Tech,300068,Software and High Tech Services,30006816,Data and Systems Services,03,Retailing
7374,Data Processing and Preparation,3000,High Tech,300068,Software and High Tech Services,30006816,Data and Systems Services,04,Post-Sales And Supporting Services
7375,Information Retrieval Services,3000,High Tech,300070,Telecommunications and Broadcasting,30007058,Telecom and Broadcasting Services,03,Retailing
7376,Computer Facilities Management,3000,High Tech,300068,Software and High Tech Services,30006816,Data and Systems Services,03,Retailing
7377,Computer Rental and Leasing,9900,Other,990090,Non-Targeted,99009090,Non-Targeted,03,Retailing
7378,Computer Maintenance and Repair,3000,High Tech,300068,Software and High Tech Services,30006842,Other Services,03,Retailing
7379,"Computer Related Services, Nec",3000,High Tech,300068,Software and High Tech Services,30006816,Data and Systems Services,03,Retailing
7381,Detective and Armored Car Services,6000,Professional Services,600025,Finance & Insurance,60002529,Insurance Carriers,02,Wholesaling
7382,Security Systems Services,6000,Professional Services,600025,Finance & Insurance,60002529,Insurance Carriers,03,Retailing
7383,News Syndicates,6000,Professional Services,600061,Publishing,6000615E,Publishing,02,Wholesaling
7384,Photofinish Laboratories,9900,Other,990090,Non-Targeted,99009090,Non-Targeted,01,Manufacturing
7389,"Business Services, Nec",9900,Other,990090,Non-Targeted,99009090,Non-Targeted,04,Post-Sales And Supporting Services
7513,"Truck rental and leasing, without drivers",2000,Diversified Vehicles & Parts,200021,Automotive Related Services,20002101,Automotive Related Services,04,Post-Sales And Supporting Services
7514,Passenger Car Rental,2000,Diversified Vehicles & Parts,200021,Automotive Related Services,20002101,Automotive Related Services,04,Post-Sales And Supporting Services
7515,Passenger Car Leasing,2000,Diversified Vehicles & Parts,200021,Automotive Related Services,20002101,Automotive Related Services,04,Post-Sales And Supporting Services
7519,Utility Trailer Rental,2000,Diversified Vehicles & Parts,200021,Automotive Related Services,20002101,Automotive Related Services,04,Post-Sales And Supporting Services
7521,Automobile Parking,9900,Other,990090,Non-Targeted,99009090,Non-Targeted,03,Retailing
7532,Top and Body Repair and Paint Shops,2000,Diversified Vehicles & Parts,200021,Automotive Related Services,20002101,Automotive Related Services,04,Post-Sales And Supporting Services
7533,Auto Exhaust System Repair Shops,2000,Diversified Vehicles & Parts,200021,Automotive Related Services,20002101,Automotive Related Services,04,Post-Sales And Supporting Services
